//Name,ID,DataType,Length,Unit,Remark,SystemID,BindObjType,BindObjTypeSeq,BindObjID
STS_SUBSTLOCSTATE13_LOADPORT1.13,100137,UINT_1,,,(E90-STS) [SUBSTLOC-13] State of Substrate Location,794,SUBSTLOC,13,LOADPORT1.13
STS_OBJID13_LOADPORT1.13,100138,ASCII,,,(E90-STS) [SUBSTLOC-13] Substrate Location ID (Identifier ID),795,SUBSTLOC,13,LOADPORT1.13
STS_SUBSTID14_LOADPORT1.14,100139,ASCII,,,(E90-STS) [SUBSTLOC-14] Substrate ID of the substrate at the substrate location,796,SUBSTLOC,14,LOADPORT1.14
STS_SUBSTLOCSTATE14_LOADPORT1.14,100140,UINT_1,,,(E90-STS) [SUBSTLOC-14] State of Substrate Location,797,SUBSTLOC,14,LOADPORT1.14
STS_OBJID14_LOADPORT1.14,100141,ASCII,,,(E90-STS) [SUBSTLOC-14] Substrate Location ID (Identifier ID),798,SUBSTLOC,14,LOADPORT1.14
STS_SUBSTID15_LOADPORT1.15,100142,ASCII,,,(E90-STS) [SUBSTLOC-15] Substrate ID of the substrate at the substrate location,799,SUBSTLOC,15,LOADPORT1.15
STS_SUBSTLOCSTATE15_LOADPORT1.15,100143,UINT_1,,,(E90-STS) [SUBSTLOC-15] State of Substrate Location,800,SUBSTLOC,15,LOADPORT1.15
STS_OBJID15_LOADPORT1.15,100144,ASCII,,,(E90-STS) [SUBSTLOC-15] Substrate Location ID (Identifier ID),801,SUBSTLOC,15,LOADPORT1.15
STS_SUBSTID16_LOADPORT1.16,100145,ASCII,,,(E90-STS) [SUBSTLOC-16] Substrate ID of the substrate at the substrate location,802,SUBSTLOC,16,LOADPORT1.16
STS_SUBSTLOCSTATE16_LOADPORT1.16,100146,UINT_1,,,(E90-STS) [SUBSTLOC-16] State of Substrate Location,803,SUBSTLOC,16,LOADPORT1.16
STS_OBJID16_LOADPORT1.16,100147,ASCII,,,(E90-STS) [SUBSTLOC-16] Substrate Location ID (Identifier ID),804,SUBSTLOC,16,LOADPORT1.16
STS_SUBSTID17_LOADPORT1.17,100148,ASCII,,,(E90-STS) [SUBSTLOC-17] Substrate ID of the substrate at the substrate location,805,SUBSTLOC,17,LOADPORT1.17
STS_SUBSTLOCSTATE17_LOADPORT1.17,100149,UINT_1,,,(E90-STS) [SUBSTLOC-17] State of Substrate Location,806,SUBSTLOC,17,LOADPORT1.17
STS_OBJID17_LOADPORT1.17,100150,ASCII,,,(E90-STS) [SUBSTLOC-17] Substrate Location ID (Identifier ID),807,SUBSTLOC,17,LOADPORT1.17
STS_SUBSTID18_LOADPORT1.18,100151,ASCII,,,(E90-STS) [SUBSTLOC-18] Substrate ID of the substrate at the substrate location,808,SUBSTLOC,18,LOADPORT1.18
STS_SUBSTLOCSTATE18_LOADPORT1.18,100152,UINT_1,,,(E90-STS) [SUBSTLOC-18] State of Substrate Location,809,SUBSTLOC,18,LOADPORT1.18
STS_OBJID18_LOADPORT1.18,100153,ASCII,,,(E90-STS) [SUBSTLOC-18] Substrate Location ID (Identifier ID),810,SUBSTLOC,18,LOADPORT1.18
STS_SUBSTID19_LOADPORT1.19,100154,ASCII,,,(E90-STS) [SUBSTLOC-19] Substrate ID of the substrate at the substrate location,811,SUBSTLOC,19,LOADPORT1.19
STS_SUBSTLOCSTATE19_LOADPORT1.19,100155,UINT_1,,,(E90-STS) [SUBSTLOC-19] State of Substrate Location,812,SUBSTLOC,19,LOADPORT1.19
STS_OBJID19_LOADPORT1.19,100156,ASCII,,,(E90-STS) [SUBSTLOC-19] Substrate Location ID (Identifier ID),813,SUBSTLOC,19,LOADPORT1.19
STS_SUBSTID20_LOADPORT1.20,100157,ASCII,,,(E90-STS) [SUBSTLOC-20] Substrate ID of the substrate at the substrate location,814,SUBSTLOC,20,LOADPORT1.20
STS_SUBSTLOCSTATE20_LOADPORT1.20,100158,UINT_1,,,(E90-STS) [SUBSTLOC-20] State of Substrate Location,815,SUBSTLOC,20,LOADPORT1.20
STS_OBJID20_LOADPORT1.20,100159,ASCII,,,(E90-STS) [SUBSTLOC-20] Substrate Location ID (Identifier ID),816,SUBSTLOC,20,LOADPORT1.20
STS_SUBSTID21_LOADPORT1.21,100160,ASCII,,,(E90-STS) [SUBSTLOC-21] Substrate ID of the substrate at the substrate location,817,SUBSTLOC,21,LOADPORT1.21
STS_SUBSTLOCSTATE21_LOADPORT1.21,100161,UINT_1,,,(E90-STS) [SUBSTLOC-21] State of Substrate Location,818,SUBSTLOC,21,LOADPORT1.21
STS_OBJID21_LOADPORT1.21,100162,ASCII,,,(E90-STS) [SUBSTLOC-21] Substrate Location ID (Identifier ID),819,SUBSTLOC,21,LOADPORT1.21
STS_SUBSTID22_LOADPORT1.22,100163,ASCII,,,(E90-STS) [SUBSTLOC-22] Substrate ID of the substrate at the substrate location,820,SUBSTLOC,22,LOADPORT1.22
STS_SUBSTLOCSTATE22_LOADPORT1.22,100164,UINT_1,,,(E90-STS) [SUBSTLOC-22] State of Substrate Location,821,SUBSTLOC,22,LOADPORT1.22
STS_OBJID22_LOADPORT1.22,100165,ASCII,,,(E90-STS) [SUBSTLOC-22] Substrate Location ID (Identifier ID),822,SUBSTLOC,22,LOADPORT1.22
STS_SUBSTID23_LOADPORT1.23,100166,ASCII,,,(E90-STS) [SUBSTLOC-23] Substrate ID of the substrate at the substrate location,823,SUBSTLOC,23,LOADPORT1.23
STS_SUBSTLOCSTATE23_LOADPORT1.23,100167,UINT_1,,,(E90-STS) [SUBSTLOC-23] State of Substrate Location,824,SUBSTLOC,23,LOADPORT1.23
STS_OBJID23_LOADPORT1.23,100168,ASCII,,,(E90-STS) [SUBSTLOC-23] Substrate Location ID (Identifier ID),825,SUBSTLOC,23,LOADPORT1.23
STS_SUBSTID24_LOADPORT1.24,100169,ASCII,,,(E90-STS) [SUBSTLOC-24] Substrate ID of the substrate at the substrate location,826,SUBSTLOC,24,LOADPORT1.24
STS_SUBSTLOCSTATE24_LOADPORT1.24,100170,UINT_1,,,(E90-STS) [SUBSTLOC-24] State of Substrate Location,827,SUBSTLOC,24,LOADPORT1.24
STS_OBJID24_LOADPORT1.24,100171,ASCII,,,(E90-STS) [SUBSTLOC-24] Substrate Location ID (Identifier ID),828,SUBSTLOC,24,LOADPORT1.24
STS_SUBSTID25_LOADPORT1.25,100172,ASCII,,,(E90-STS) [SUBSTLOC-25] Substrate ID of the substrate at the substrate location,829,SUBSTLOC,25,LOADPORT1.25
STS_SUBSTLOCSTATE25_LOADPORT1.25,100173,UINT_1,,,(E90-STS) [SUBSTLOC-25] State of Substrate Location,830,SUBSTLOC,25,LOADPORT1.25
STS_OBJID25_LOADPORT1.25,100174,ASCII,,,(E90-STS) [SUBSTLOC-25] Substrate Location ID (Identifier ID),831,SUBSTLOC,25,LOADPORT1.25
STS_SUBSTID26_LOADPORT2.01,100175,ASCII,,,(E90-STS) [SUBSTLOC-26] Substrate ID of the substrate at the substrate location,832,SUBSTLOC,26,LOADPORT2.01
STS_SUBSTLOCSTATE26_LOADPORT2.01,100176,UINT_1,,,(E90-STS) [SUBSTLOC-26] State of Substrate Location,833,SUBSTLOC,26,LOADPORT2.01
STS_OBJID26_LOADPORT2.01,100177,ASCII,,,(E90-STS) [SUBSTLOC-26] Substrate Location ID (Identifier ID),834,SUBSTLOC,26,LOADPORT2.01
STS_SUBSTID27_LOADPORT2.02,100178,ASCII,,,(E90-STS) [SUBSTLOC-27] Substrate ID of the substrate at the substrate location,835,SUBSTLOC,27,LOADPORT2.02
STS_SUBSTLOCSTATE27_LOADPORT2.02,100179,UINT_1,,,(E90-STS) [SUBSTLOC-27] State of Substrate Location,836,SUBSTLOC,27,LOADPORT2.02
STS_OBJID27_LOADPORT2.02,100180,ASCII,,,(E90-STS) [SUBSTLOC-27] Substrate Location ID (Identifier ID),837,SUBSTLOC,27,LOADPORT2.02
STS_SUBSTID28_LOADPORT2.03,100181,ASCII,,,(E90-STS) [SUBSTLOC-28] Substrate ID of the substrate at the substrate location,838,SUBSTLOC,28,LOADPORT2.03
STS_SUBSTLOCSTATE28_LOADPORT2.03,100182,UINT_1,,,(E90-STS) [SUBSTLOC-28] State of Substrate Location,839,SUBSTLOC,28,LOADPORT2.03
